DateTime,Junction,Vehicles,Hour,Day,DayOfWeek,Month,Year,Is_Weekend,Is_Peak_Hour
2015-11-09 07:00:00,2,9,7,9,0,11,2015,0,0
2015-11-09 08:00:00,2,9,8,9,0,11,2015,0,1
2015-11-09 09:00:00,2,10,9,9,0,11,2015,0,1
2015-11-09 10:00:00,2,9,10,9,0,11,2015,0,1
2015-11-09 11:00:00,2,7,11,9,0,11,2015,0,0
2015-11-09 12:00:00,2,9,12,9,0,11,2015,0,0
2015-11-09 13:00:00,2,7,13,9,0,11,2015,0,0
2015-11-09 14:00:00,2,12,14,9,0,11,2015,0,0
2015-11-09 15:00:00,2,12,15,9,0,11,2015,0,0
2015-11-09 16:00:00,2,8,16,9,0,11,2015,0,0
2015-11-09 17:00:00,2,12,17,9,0,11,2015,0,1
2015-11-09 18:00:00,2,9,18,9,0,11,2015,0,1
2015-11-09 19:00:00,2,13,19,9,0,11,2015,0,1
2015-11-09 20:00:00,2,12,20,9,0,11,2015,0,0
2015-11-09 21:00:00,2,12,21,9,0,11,2015,0,0
2015-11-09 22:00:00,2,11,22,9,0,11,2015,0,0
2015-11-09 23:00:00,2,8,23,9,0,11,2015,0,0
2015-11-10 00:00:00,2,9,0,10,1,11,2015,0,0
2015-11-10 01:00:00,2,11,1,10,1,11,2015,0,0
2015-11-10 02:00:00,2,9,2,10,1,11,2015,0,0
2015-11-10 03:00:00,2,8,3,10,1,11,2015,0,0
2015-11-10 04:00:00,2,7,4,10,1,11,2015,0,0
2015-11-10 05:00:00,2,6,5,10,1,11,2015,0,0
2015-11-10 06:00:00,2,6,6,10,1,11,2015,0,0
2015-11-10 07:00:00,2,5,7,10,1,11,2015,0,0
2015-11-10 08:00:00,2,5,8,10,1,11,2015,0,1
2015-11-10 09:00:00,2,7,9,10,1,11,2015,0,1
2015-11-10 10:00:00,2,6,10,10,1,11,2015,0,1
2015-11-10 11:00:00,2,8,11,10,1,11,2015,0,0
2015-11-10 12:00:00,2,6,12,10,1,11,2015,0,0
2015-11-10 13:00:00,2,8,13,10,1,11,2015,0,0
2015-11-10 14:00:00,2,9,14,10,1,11,2015,0,0
2015-11-10 15:00:00,2,11,15,10,1,11,2015,0,0
2015-11-10 16:00:00,2,13,16,10,1,11,2015,0,0
2015-11-10 17:00:00,2,8,17,10,1,11,2015,0,1
2015-11-10 18:00:00,2,11,18,10,1,11,2015,0,1
2015-11-10 19:00:00,2,10,19,10,1,11,2015,0,1
2015-11-10 20:00:00,2,14,20,10,1,11,2015,0,0
2015-11-10 21:00:00,2,9,21,10,1,11,2015,0,0
2015-11-10 22:00:00,2,9,22,10,1,11,2015,0,0
2015-11-10 23:00:00,2,7,23,10,1,11,2015,0,0
2015-11-11 00:00:00,2,14,0,11,2,11,2015,0,0
2015-11-11 01:00:00,2,6,1,11,2,11,2015,0,0
2015-11-11 02:00:00,2,10,2,11,2,11,2015,0,0
2015-11-11 03:00:00,2,6,3,11,2,11,2015,0,0
2015-11-11 04:00:00,2,6,4,11,2,11,2015,0,0
2015-11-11 05:00:00,2,6,5,11,2,11,2015,0,0
2015-11-11 06:00:00,2,6,6,11,2,11,2015,0,0
2015-11-11 07:00:00,2,8,7,11,2,11,2015,0,0
2015-11-11 08:00:00,2,9,8,11,2,11,2015,0,1
2015-11-11 09:00:00,2,6,9,11,2,11,2015,0,1
2015-11-11 10:00:00,2,8,10,11,2,11,2015,0,1
2015-11-11 11:00:00,2,4,11,11,2,11,2015,0,0
2015-11-11 12:00:00,2,6,12,11,2,11,2015,0,0
2015-11-11 13:00:00,2,11,13,11,2,11,2015,0,0
2015-11-11 14:00:00,2,11,14,11,2,11,2015,0,0
2015-11-11 15:00:00,2,6,15,11,2,11,2015,0,0
2015-11-11 16:00:00,2,6,16,11,2,11,2015,0,0
2015-11-11 17:00:00,2,10,17,11,2,11,2015,0,1
2015-11-11 18:00:00,2,10,18,11,2,11,2015,0,1
2015-11-11 19:00:00,2,8,19,11,2,11,2015,0,1
2015-11-11 20:00:00,2,10,20,11,2,11,2015,0,0
2015-11-11 21:00:00,2,10,21,11,2,11,2015,0,0
2015-11-11 22:00:00,2,11,22,11,2,11,2015,0,0
2015-11-11 23:00:00,2,10,23,11,2,11,2015,0,0
2015-11-12 00:00:00,2,9,0,12,3,11,2015,0,0
2015-11-12 01:00:00,2,12,1,12,3,11,2015,0,0
2015-11-12 02:00:00,2,10,2,12,3,11,2015,0,0
2015-11-12 03:00:00,2,4,3,12,3,11,2015,0,0
2015-11-12 04:00:00,2,6,4,12,3,11,2015,0,0
2015-11-12 05:00:00,2,6,5,12,3,11,2015,0,0
2015-11-12 06:00:00,2,8,6,12,3,11,2015,0,0
2015-11-12 07:00:00,2,3,7,12,3,11,2015,0,0
2015-11-12 08:00:00,2,4,8,12,3,11,2015,0,1
2015-11-12 09:00:00,2,8,9,12,3,11,2015,0,1
2015-11-12 10:00:00,2,10,10,12,3,11,2015,0,1
2015-11-12 11:00:00,2,8,11,12,3,11,2015,0,0
2015-11-12 12:00:00,2,10,12,12,3,11,2015,0,0
2015-11-12 13:00:00,2,9,13,12,3,11,2015,0,0
2015-11-12 14:00:00,2,11,14,12,3,11,2015,0,0
2015-11-12 15:00:00,2,11,15,12,3,11,2015,0,0
2015-11-12 16:00:00,2,9,16,12,3,11,2015,0,0
2015-11-12 17:00:00,2,8,17,12,3,11,2015,0,1
2015-11-12 18:00:00,2,9,18,12,3,11,2015,0,1
2015-11-12 19:00:00,2,13,19,12,3,11,2015,0,1
2015-11-12 20:00:00,2,12,20,12,3,11,2015,0,0
2015-11-12 21:00:00,2,9,21,12,3,11,2015,0,0
2015-11-12 22:00:00,2,10,22,12,3,11,2015,0,0
2015-11-12 23:00:00,2,11,23,12,3,11,2015,0,0
2015-11-13 00:00:00,2,9,0,13,4,11,2015,0,0
2015-11-13 01:00:00,2,8,1,13,4,11,2015,0,0
2015-11-13 02:00:00,2,11,2,13,4,11,2015,0,0
2015-11-13 03:00:00,2,11,3,13,4,11,2015,0,0
2015-11-13 04:00:00,2,7,4,13,4,11,2015,0,0
2015-11-13 05:00:00,2,5,5,13,4,11,2015,0,0
2015-11-13 06:00:00,2,4,6,13,4,11,2015,0,0
2015-11-13 07:00:00,2,7,7,13,4,11,2015,0,0
2015-11-13 08:00:00,2,5,8,13,4,11,2015,0,1
2015-11-13 09:00:00,2,8,9,13,4,11,2015,0,1
2015-11-13 10:00:00,2,8,10,13,4,11,2015,0,1
2015-11-13 11:00:00,2,11,11,13,4,11,2015,0,0
2015-11-13 12:00:00,2,8,12,13,4,11,2015,0,0
2015-11-13 13:00:00,2,9,13,13,4,11,2015,0,0
2015-11-13 14:00:00,2,11,14,13,4,11,2015,0,0
2015-11-13 15:00:00,2,11,15,13,4,11,2015,0,0
2015-11-13 16:00:00,2,6,16,13,4,11,2015,0,0
2015-11-13 17:00:00,2,12,17,13,4,11,2015,0,1
2015-11-13 18:00:00,2,7,18,13,4,11,2015,0,1
2015-11-13 19:00:00,2,8,19,13,4,11,2015,0,1
2015-11-13 20:00:00,2,9,20,13,4,11,2015,0,0
2015-11-13 21:00:00,2,9,21,13,4,11,2015,0,0
2015-11-13 22:00:00,2,12,22,13,4,11,2015,0,0
2015-11-13 23:00:00,2,6,23,13,4,11,2015,0,0
2015-11-14 00:00:00,2,6,0,14,5,11,2015,1,0
2015-11-14 01:00:00,2,6,1,14,5,11,2015,1,0
2015-11-14 02:00:00,2,8,2,14,5,11,2015,1,0
2015-11-14 03:00:00,2,7,3,14,5,11,2015,1,0
2015-11-14 04:00:00,2,8,4,14,5,11,2015,1,0
2015-11-14 05:00:00,2,6,5,14,5,11,2015,1,0
2015-11-14 06:00:00,2,5,6,14,5,11,2015,1,0
2015-11-14 07:00:00,2,4,7,14,5,11,2015,1,0
2015-11-14 08:00:00,2,4,8,14,5,11,2015,1,1
2015-11-14 09:00:00,2,8,9,14,5,11,2015,1,1
2015-11-14 10:00:00,2,7,10,14,5,11,2015,1,1
2015-11-14 11:00:00,2,6,11,14,5,11,2015,1,0
2015-11-14 12:00:00,2,7,12,14,5,11,2015,1,0
2015-11-14 13:00:00,2,8,13,14,5,11,2015,1,0
2015-11-14 14:00:00,2,5,14,14,5,11,2015,1,0
2015-11-14 15:00:00,2,8,15,14,5,11,2015,1,0
2015-11-14 16:00:00,2,4,16,14,5,11,2015,1,0
2015-11-14 17:00:00,2,7,17,14,5,11,2015,1,1
2015-11-14 18:00:00,2,8,18,14,5,11,2015,1,1
2015-11-14 19:00:00,2,5,19,14,5,11,2015,1,1
2015-11-14 20:00:00,2,7,20,14,5,11,2015,1,0
2015-11-14 21:00:00,2,9,21,14,5,11,2015,1,0
2015-11-14 22:00:00,2,6,22,14,5,11,2015,1,0
2015-11-14 23:00:00,2,6,23,14,5,11,2015,1,0
2015-11-15 00:00:00,2,8,0,15,6,11,2015,1,0
2015-11-15 01:00:00,2,5,1,15,6,11,2015,1,0
2015-11-15 02:00:00,2,7,2,15,6,11,2015,1,0
2015-11-15 03:00:00,2,7,3,15,6,11,2015,1,0
2015-11-15 04:00:00,2,6,4,15,6,11,2015,1,0
2015-11-15 05:00:00,2,5,5,15,6,11,2015,1,0
2015-11-15 06:00:00,2,5,6,15,6,11,2015,1,0
2015-11-15 07:00:00,2,7,7,15,6,11,2015,1,0
2015-11-15 08:00:00,2,7,8,15,6,11,2015,1,1
2015-11-15 09:00:00,2,9,9,15,6,11,2015,1,1
2015-11-15 10:00:00,2,4,10,15,6,11,2015,1,1
2015-11-15 11:00:00,2,3,11,15,6,11,2015,1,0
2015-11-15 12:00:00,2,6,12,15,6,11,2015,1,0
2015-11-15 13:00:00,2,7,13,15,6,11,2015,1,0
2015-11-15 14:00:00,2,6,14,15,6,11,2015,1,0
2015-11-15 15:00:00,2,4,15,15,6,11,2015,1,0
2015-11-15 16:00:00,2,4,16,15,6,11,2015,1,0
2015-11-15 17:00:00,2,5,17,15,6,11,2015,1,1
2015-11-15 18:00:00,2,8,18,15,6,11,2015,1,1
2015-11-15 19:00:00,2,5,19,15,6,11,2015,1,1
2015-11-15 20:00:00,2,6,20,15,6,11,2015,1,0
2015-11-15 21:00:00,2,8,21,15,6,11,2015,1,0
2015-11-15 22:00:00,2,8,22,15,6,11,2015,1,0
2015-11-15 23:00:00,2,8,23,15,6,11,2015,1,0
2015-11-16 00:00:00,2,6,0,16,0,11,2015,0,0
2015-11-16 01:00:00,2,5,1,16,0,11,2015,0,0
2015-11-16 02:00:00,2,6,2,16,0,11,2015,0,0
2015-11-16 03:00:00,2,5,3,16,0,11,2015,0,0
2015-11-16 04:00:00,2,8,4,16,0,11,2015,0,0
2015-11-16 05:00:00,2,5,5,16,0,11,2015,0,0
2015-11-16 06:00:00,2,7,6,16,0,11,2015,0,0
2015-11-16 07:00:00,2,5,7,16,0,11,2015,0,0
2015-11-16 08:00:00,2,5,8,16,0,11,2015,0,1
2015-11-16 09:00:00,2,7,9,16,0,11,2015,0,1
2015-11-16 10:00:00,2,7,10,16,0,11,2015,0,1
2015-11-16 11:00:00,2,10,11,16,0,11,2015,0,0
2015-11-16 12:00:00,2,7,12,16,0,11,2015,0,0
2015-11-16 13:00:00,2,8,13,16,0,11,2015,0,0
2015-11-16 14:00:00,2,8,14,16,0,11,2015,0,0
2015-11-16 15:00:00,2,10,15,16,0,11,2015,0,0
2015-11-16 16:00:00,2,12,16,16,0,11,2015,0,0
2015-11-16 17:00:00,2,9,17,16,0,11,2015,0,1
2015-11-16 18:00:00,2,9,18,16,0,11,2015,0,1
2015-11-16 19:00:00,2,10,19,16,0,11,2015,0,1
2015-11-16 20:00:00,2,10,20,16,0,11,2015,0,0
2015-11-16 21:00:00,2,13,21,16,0,11,2015,0,0
2015-11-16 22:00:00,2,7,22,16,0,11,2015,0,0
2015-11-16 23:00:00,2,7,23,16,0,11,2015,0,0
2015-11-17 00:00:00,2,11,0,17,1,11,2015,0,0
2015-11-17 01:00:00,2,8,1,17,1,11,2015,0,0
2015-11-17 02:00:00,2,11,2,17,1,11,2015,0,0
2015-11-17 03:00:00,2,9,3,17,1,11,2015,0,0
2015-11-17 04:00:00,2,8,4,17,1,11,2015,0,0
2015-11-17 05:00:00,2,9,5,17,1,11,2015,0,0
2015-11-17 06:00:00,2,8,6,17,1,11,2015,0,0
2015-11-17 07:00:00,2,10,7,17,1,11,2015,0,0
2015-11-17 08:00:00,2,7,8,17,1,11,2015,0,1
2015-11-17 09:00:00,2,5,9,17,1,11,2015,0,1
2015-11-17 10:00:00,2,8,10,17,1,11,2015,0,1
2015-11-17 11:00:00,2,12,11,17,1,11,2015,0,0
2015-11-17 12:00:00,2,10,12,17,1,11,2015,0,0
2015-11-17 13:00:00,2,9,13,17,1,11,2015,0,0
2015-11-17 14:00:00,2,11,14,17,1,11,2015,0,0
2015-11-17 15:00:00,2,9,15,17,1,11,2015,0,0
2015-11-17 16:00:00,2,10,16,17,1,11,2015,0,0
2015-11-17 17:00:00,2,10,17,17,1,11,2015,0,1
2015-11-17 18:00:00,2,9,18,17,1,11,2015,0,1
2015-11-17 19:00:00,2,12,19,17,1,11,2015,0,1
2015-11-17 20:00:00,2,10,20,17,1,11,2015,0,0
2015-11-17 21:00:00,2,10,21,17,1,11,2015,0,0
2015-11-17 22:00:00,2,10,22,17,1,11,2015,0,0
2015-11-17 23:00:00,2,9,23,17,1,11,2015,0,0
2015-11-18 00:00:00,2,6,0,18,2,11,2015,0,0
2015-11-18 01:00:00,2,9,1,18,2,11,2015,0,0
2015-11-18 02:00:00,2,6,2,18,2,11,2015,0,0
2015-11-18 03:00:00,2,6,3,18,2,11,2015,0,0
2015-11-18 04:00:00,2,8,4,18,2,11,2015,0,0
2015-11-18 05:00:00,2,7,5,18,2,11,2015,0,0
2015-11-18 06:00:00,2,8,6,18,2,11,2015,0,0
2015-11-18 07:00:00,2,5,7,18,2,11,2015,0,0
2015-11-18 08:00:00,2,7,8,18,2,11,2015,0,1
2015-11-18 09:00:00,2,6,9,18,2,11,2015,0,1
2015-11-18 10:00:00,2,16,10,18,2,11,2015,0,1
2015-11-18 11:00:00,2,12,11,18,2,11,2015,0,0
2015-11-18 12:00:00,2,9,12,18,2,11,2015,0,0
2015-11-18 13:00:00,2,12,13,18,2,11,2015,0,0
2015-11-18 14:00:00,2,9,14,18,2,11,2015,0,0
2015-11-18 15:00:00,2,14,15,18,2,11,2015,0,0
2015-11-18 16:00:00,2,14,16,18,2,11,2015,0,0
2015-11-18 17:00:00,2,11,17,18,2,11,2015,0,1
2015-11-18 18:00:00,2,11,18,18,2,11,2015,0,1
2015-11-18 19:00:00,2,10,19,18,2,11,2015,0,1
2015-11-18 20:00:00,2,14,20,18,2,11,2015,0,0
2015-11-18 21:00:00,2,11,21,18,2,11,2015,0,0
2015-11-18 22:00:00,2,11,22,18,2,11,2015,0,0
2015-11-18 23:00:00,2,10,23,18,2,11,2015,0,0
2015-11-19 00:00:00,2,10,0,19,3,11,2015,0,0
2015-11-19 01:00:00,2,6,1,19,3,11,2015,0,0
2015-11-19 02:00:00,2,7,2,19,3,11,2015,0,0
2015-11-19 03:00:00,2,10,3,19,3,11,2015,0,0
2015-11-19 04:00:00,2,11,4,19,3,11,2015,0,0
2015-11-19 05:00:00,2,7,5,19,3,11,2015,0,0
2015-11-19 06:00:00,2,8,6,19,3,11,2015,0,0
2015-11-19 07:00:00,2,5,7,19,3,11,2015,0,0
2015-11-19 08:00:00,2,7,8,19,3,11,2015,0,1
2015-11-19 09:00:00,2,8,9,19,3,11,2015,0,1
2015-11-19 10:00:00,2,9,10,19,3,11,2015,0,1
2015-11-19 11:00:00,2,8,11,19,3,11,2015,0,0
2015-11-19 12:00:00,2,10,12,19,3,11,2015,0,0
2015-11-19 13:00:00,2,11,13,19,3,11,2015,0,0
2015-11-19 14:00:00,2,9,14,19,3,11,2015,0,0
2015-11-19 15:00:00,2,11,15,19,3,11,2015,0,0
2015-11-19 16:00:00,2,14,16,19,3,11,2015,0,0
2015-11-19 17:00:00,2,10,17,19,3,11,2015,0,1
2015-11-19 18:00:00,2,12,18,19,3,11,2015,0,1
2015-11-19 19:00:00,2,13,19,19,3,11,2015,0,1
2015-11-19 20:00:00,2,13,20,19,3,11,2015,0,0
2015-11-19 21:00:00,2,11,21,19,3,11,2015,0,0
2015-11-19 22:00:00,2,12,22,19,3,11,2015,0,0
2015-11-19 23:00:00,2,13,23,19,3,11,2015,0,0
2015-11-20 00:00:00,2,12,0,20,4,11,2015,0,0
2015-11-20 01:00:00,2,8,1,20,4,11,2015,0,0
2015-11-20 02:00:00,2,10,2,20,4,11,2015,0,0
2015-11-20 03:00:00,2,7,3,20,4,11,2015,0,0
2015-11-20 04:00:00,2,9,4,20,4,11,2015,0,0
2015-11-20 05:00:00,2,7,5,20,4,11,2015,0,0
2015-11-20 06:00:00,2,9,6,20,4,11,2015,0,0
2015-11-20 07:00:00,2,7,7,20,4,11,2015,0,0
2015-11-20 08:00:00,2,8,8,20,4,11,2015,0,1
2015-11-20 09:00:00,2,14,9,20,4,11,2015,0,1
2015-11-20 10:00:00,2,9,10,20,4,11,2015,0,1
2015-11-20 11:00:00,2,9,11,20,4,11,2015,0,0
2015-11-20 12:00:00,2,13,12,20,4,11,2015,0,0
2015-11-20 13:00:00,2,8,13,20,4,11,2015,0,0
2015-11-20 14:00:00,2,9,14,20,4,11,2015,0,0
2015-11-20 15:00:00,2,12,15,20,4,11,2015,0,0
2015-11-20 16:00:00,2,13,16,20,4,11,2015,0,0
2015-11-20 17:00:00,2,9,17,20,4,11,2015,0,1
2015-11-20 18:00:00,2,8,18,20,4,11,2015,0,1
2015-11-20 19:00:00,2,14,19,20,4,11,2015,0,1
2015-11-20 20:00:00,2,13,20,20,4,11,2015,0,0
2015-11-20 21:00:00,2,14,21,20,4,11,2015,0,0
2015-11-20 22:00:00,2,7,22,20,4,11,2015,0,0
2015-11-20 23:00:00,2,8,23,20,4,11,2015,0,0
2015-11-21 00:00:00,2,12,0,21,5,11,2015,1,0
2015-11-21 01:00:00,2,7,1,21,5,11,2015,1,0
2015-11-21 02:00:00,2,9,2,21,5,11,2015,1,0
2015-11-21 03:00:00,2,8,3,21,5,11,2015,1,0
2015-11-21 04:00:00,2,8,4,21,5,11,2015,1,0
2015-11-21 05:00:00,2,5,5,21,5,11,2015,1,0
2015-11-21 06:00:00,2,5,6,21,5,11,2015,1,0
2015-11-21 07:00:00,2,5,7,21,5,11,2015,1,0
2015-11-21 08:00:00,2,6,8,21,5,11,2015,1,1
2015-11-21 09:00:00,2,4,9,21,5,11,2015,1,1
2015-11-21 10:00:00,2,8,10,21,5,11,2015,1,1
2015-11-21 11:00:00,2,7,11,21,5,11,2015,1,0
2015-11-21 12:00:00,2,10,12,21,5,11,2015,1,0
2015-11-21 13:00:00,2,6,13,21,5,11,2015,1,0
2015-11-21 14:00:00,2,8,14,21,5,11,2015,1,0
2015-11-21 15:00:00,2,4,15,21,5,11,2015,1,0
2015-11-21 16:00:00,2,5,16,21,5,11,2015,1,0
2015-11-21 17:00:00,2,5,17,21,5,11,2015,1,1
2015-11-21 18:00:00,2,6,18,21,5,11,2015,1,1
2015-11-21 19:00:00,2,8,19,21,5,11,2015,1,1
2015-11-21 20:00:00,2,7,20,21,5,11,2015,1,0
2015-11-21 21:00:00,2,7,21,21,5,11,2015,1,0
2015-11-21 22:00:00,2,7,22,21,5,11,2015,1,0
2015-11-21 23:00:00,2,7,23,21,5,11,2015,1,0
2015-11-22 00:00:00,2,5,0,22,6,11,2015,1,0
2015-11-22 01:00:00,2,6,1,22,6,11,2015,1,0
2015-11-22 02:00:00,2,7,2,22,6,11,2015,1,0
2015-11-22 03:00:00,2,9,3,22,6,11,2015,1,0
2015-11-22 04:00:00,2,6,4,22,6,11,2015,1,0
2015-11-22 05:00:00,2,5,5,22,6,11,2015,1,0
2015-11-22 06:00:00,2,6,6,22,6,11,2015,1,0
2015-11-22 07:00:00,2,3,7,22,6,11,2015,1,0
2015-11-22 08:00:00,2,7,8,22,6,11,2015,1,1
2015-11-22 09:00:00,2,4,9,22,6,11,2015,1,1
2015-11-22 10:00:00,2,5,10,22,6,11,2015,1,1
2015-11-22 11:00:00,2,7,11,22,6,11,2015,1,0
2015-11-22 12:00:00,2,7,12,22,6,11,2015,1,0
2015-11-22 13:00:00,2,4,13,22,6,11,2015,1,0
2015-11-22 14:00:00,2,8,14,22,6,11,2015,1,0
2015-11-22 15:00:00,2,7,15,22,6,11,2015,1,0
2015-11-22 16:00:00,2,9,16,22,6,11,2015,1,0
2015-11-22 17:00:00,2,10,17,22,6,11,2015,1,1
2015-11-22 18:00:00,2,10,18,22,6,11,2015,1,1
2015-11-22 19:00:00,2,11,19,22,6,11,2015,1,1
2015-11-22 20:00:00,2,8,20,22,6,11,2015,1,0
2015-11-22 21:00:00,2,10,21,22,6,11,2015,1,0
2015-11-22 22:00:00,2,8,22,22,6,11,2015,1,0
2015-11-22 23:00:00,2,9,23,22,6,11,2015,1,0
2015-11-23 00:00:00,2,11,0,23,0,11,2015,0,0
2015-11-23 01:00:00,2,7,1,23,0,11,2015,0,0
2015-11-23 02:00:00,2,7,2,23,0,11,2015,0,0
2015-11-23 03:00:00,2,6,3,23,0,11,2015,0,0
2015-11-23 04:00:00,2,6,4,23,0,11,2015,0,0
2015-11-23 05:00:00,2,9,5,23,0,11,2015,0,0
2015-11-23 06:00:00,2,4,6,23,0,11,2015,0,0
2015-11-23 07:00:00,2,5,7,23,0,11,2015,0,0
2015-11-23 08:00:00,2,7,8,23,0,11,2015,0,1
2015-11-23 09:00:00,2,16,9,23,0,11,2015,0,1
2015-11-23 10:00:00,2,9,10,23,0,11,2015,0,1
2015-11-23 11:00:00,2,10,11,23,0,11,2015,0,0
2015-11-23 12:00:00,2,11,12,23,0,11,2015,0,0
2015-11-23 13:00:00,2,11,13,23,0,11,2015,0,0
2015-11-23 14:00:00,2,11,14,23,0,11,2015,0,0
2015-11-23 15:00:00,2,13,15,23,0,11,2015,0,0
2015-11-23 16:00:00,2,13,16,23,0,11,2015,0,0
2015-11-23 17:00:00,2,13,17,23,0,11,2015,0,1
2015-11-23 18:00:00,2,14,18,23,0,11,2015,0,1
2015-11-23 19:00:00,2,16,19,23,0,11,2015,0,1
2015-11-23 20:00:00,2,12,20,23,0,11,2015,0,0
2015-11-23 21:00:00,2,10,21,23,0,11,2015,0,0
2015-11-23 22:00:00,2,12,22,23,0,11,2015,0,0
2015-11-23 23:00:00,2,12,23,23,0,11,2015,0,0
2015-11-24 00:00:00,2,7,0,24,1,11,2015,0,0
2015-11-24 01:00:00,2,9,1,24,1,11,2015,0,0
2015-11-24 02:00:00,2,10,2,24,1,11,2015,0,0
2015-11-24 03:00:00,2,10,3,24,1,11,2015,0,0
2015-11-24 04:00:00,2,6,4,24,1,11,2015,0,0
2015-11-24 05:00:00,2,6,5,24,1,11,2015,0,0
2015-11-24 06:00:00,2,9,6,24,1,11,2015,0,0
2015-11-24 07:00:00,2,9,7,24,1,11,2015,0,0
2015-11-24 08:00:00,2,7,8,24,1,11,2015,0,1
2015-11-24 09:00:00,2,11,9,24,1,11,2015,0,1
2015-11-24 10:00:00,2,10,10,24,1,11,2015,0,1
2015-11-24 11:00:00,2,9,11,24,1,11,2015,0,0
2015-11-24 12:00:00,2,12,12,24,1,11,2015,0,0
2015-11-24 13:00:00,2,8,13,24,1,11,2015,0,0
2015-11-24 14:00:00,2,10,14,24,1,11,2015,0,0
2015-11-24 15:00:00,2,11,15,24,1,11,2015,0,0
2015-11-24 16:00:00,2,10,16,24,1,11,2015,0,0
2015-11-24 17:00:00,2,11,17,24,1,11,2015,0,1
2015-11-24 18:00:00,2,16,18,24,1,11,2015,0,1
2015-11-24 19:00:00,2,11,19,24,1,11,2015,0,1
2015-11-24 20:00:00,2,8,20,24,1,11,2015,0,0
2015-11-24 21:00:00,2,13,21,24,1,11,2015,0,0
2015-11-24 22:00:00,2,11,22,24,1,11,2015,0,0
2015-11-24 23:00:00,2,9,23,24,1,11,2015,0,0
2015-11-25 00:00:00,2,8,0,25,2,11,2015,0,0
2015-11-25 01:00:00,2,6,1,25,2,11,2015,0,0
2015-11-25 02:00:00,2,9,2,25,2,11,2015,0,0
2015-11-25 03:00:00,2,6,3,25,2,11,2015,0,0
2015-11-25 04:00:00,2,8,4,25,2,11,2015,0,0
2015-11-25 05:00:00,2,4,5,25,2,11,2015,0,0
2015-11-25 06:00:00,2,7,6,25,2,11,2015,0,0
2015-11-25 07:00:00,2,9,7,25,2,11,2015,0,0
2015-11-25 08:00:00,2,5,8,25,2,11,2015,0,1
2015-11-25 09:00:00,2,7,9,25,2,11,2015,0,1
2015-11-25 10:00:00,2,10,10,25,2,11,2015,0,1
2015-11-25 11:00:00,2,10,11,25,2,11,2015,0,0
2015-11-25 12:00:00,2,11,12,25,2,11,2015,0,0
2015-11-25 13:00:00,2,10,13,25,2,11,2015,0,0
2015-11-25 14:00:00,2,10,14,25,2,11,2015,0,0
2015-11-25 15:00:00,2,13,15,25,2,11,2015,0,0
2015-11-25 16:00:00,2,9,16,25,2,11,2015,0,0
2015-11-25 17:00:00,2,9,17,25,2,11,2015,0,1
2015-11-25 18:00:00,2,9,18,25,2,11,2015,0,1
2015-11-25 19:00:00,2,9,19,25,2,11,2015,0,1
2015-11-25 20:00:00,2,14,20,25,2,11,2015,0,0
2015-11-25 21:00:00,2,15,21,25,2,11,2015,0,0
2015-11-25 22:00:00,2,8,22,25,2,11,2015,0,0
2015-11-25 23:00:00,2,7,23,25,2,11,2015,0,0
2015-11-26 00:00:00,2,11,0,26,3,11,2015,0,0
2015-11-26 01:00:00,2,8,1,26,3,11,2015,0,0
2015-11-26 02:00:00,2,8,2,26,3,11,2015,0,0
2015-11-26 03:00:00,2,6,3,26,3,11,2015,0,0
2015-11-26 04:00:00,2,7,4,26,3,11,2015,0,0
2015-11-26 05:00:00,2,5,5,26,3,11,2015,0,0
2015-11-26 06:00:00,2,7,6,26,3,11,2015,0,0
2015-11-26 07:00:00,2,6,7,26,3,11,2015,0,0
2015-11-26 08:00:00,2,10,8,26,3,11,2015,0,1
2015-11-26 09:00:00,2,8,9,26,3,11,2015,0,1
2015-11-26 10:00:00,2,11,10,26,3,11,2015,0,1
2015-11-26 11:00:00,2,11,11,26,3,11,2015,0,0
2015-11-26 12:00:00,2,11,12,26,3,11,2015,0,0
2015-11-26 13:00:00,2,13,13,26,3,11,2015,0,0
2015-11-26 14:00:00,2,14,14,26,3,11,2015,0,0
2015-11-26 15:00:00,2,17,15,26,3,11,2015,0,0
2015-11-26 16:00:00,2,12,16,26,3,11,2015,0,0
2015-11-26 17:00:00,2,12,17,26,3,11,2015,0,1
2015-11-26 18:00:00,2,13,18,26,3,11,2015,0,1
2015-11-26 19:00:00,2,11,19,26,3,11,2015,0,1
2015-11-26 20:00:00,2,11,20,26,3,11,2015,0,0
2015-11-26 21:00:00,2,12,21,26,3,11,2015,0,0
2015-11-26 22:00:00,2,8,22,26,3,11,2015,0,0
2015-11-26 23:00:00,2,7,23,26,3,11,2015,0,0
2015-11-27 00:00:00,2,11,0,27,4,11,2015,0,0
2015-11-27 01:00:00,2,6,1,27,4,11,2015,0,0
2015-11-27 02:00:00,2,7,2,27,4,11,2015,0,0
2015-11-27 03:00:00,2,7,3,27,4,11,2015,0,0
2015-11-27 04:00:00,2,4,4,27,4,11,2015,0,0
2015-11-27 05:00:00,2,5,5,27,4,11,2015,0,0
2015-11-27 06:00:00,2,3,6,27,4,11,2015,0,0
2015-11-27 07:00:00,2,7,7,27,4,11,2015,0,0
2015-11-27 08:00:00,2,8,8,27,4,11,2015,0,1
2015-11-27 09:00:00,2,7,9,27,4,11,2015,0,1
